Municipios;Sexo;Periodo;Total
36040 Portas;Mujeres;2002;1706
36040 Portas;Mujeres;2001;1711
36040 Portas;Mujeres;2000;1720
36040 Portas;Mujeres;1999;1708
36040 Portas;Mujeres;1998;1708
36040 Portas;Mujeres;1997;
36040 Portas;Mujeres;1996;1722
36045 Redondela;Total;2020;29241
36045 Redondela;Total;2019;29218
36045 Redondela;Total;2018;29194
36045 Redondela;Total;2017;29392
36045 Redondela;Total;2016;29563
36045 Redondela;Total;2015;29697
36045 Redondela;Total;2014;29909
36045 Redondela;Total;2013;29918
36045 Redondela;Total;2012;30015
36045 Redondela;Total;2011;30006
36045 Redondela;Total;2010;30067
36045 Redondela;Total;2009;30001
36045 Redondela;Total;2008;30036
36045 Redondela;Total;2007;29987
36045 Redondela;Total;2006;30029
36045 Redondela;Total;2005;29863
36045 Redondela;Total;2004;29732
36045 Redondela;Total;2003;29415
36045 Redondela;Total;2002;29045
36045 Redondela;Total;2001;29090
36045 Redondela;Total;2000;29108
36045 Redondela;Total;1999;28943
36045 Redondela;Total;1998;28768
36045 Redondela;Total;1997;
36045 Redondela;Total;1996;28893
36045 Redondela;Hombres;2020;14202
36045 Redondela;Hombres;2019;14208
36045 Redondela;Hombres;2018;14219
36045 Redondela;Hombres;2017;14313
36045 Redondela;Hombres;2016;14424
36045 Redondela;Hombres;2015;14516
36045 Redondela;Hombres;2014;14656
36045 Redondela;Hombres;2013;14645
36045 Redondela;Hombres;2012;14692
36045 Redondela;Hombres;2011;14709
36045 Redondela;Hombres;2010;14709
36045 Redondela;Hombres;2009;14684
36045 Redondela;Hombres;2008;14653
36045 Redondela;Hombres;2007;14605
36045 Redondela;Hombres;2006;14635
36045 Redondela;Hombres;2005;14559
36045 Redondela;Hombres;2004;14455
36045 Redondela;Hombres;2003;14298
36045 Redondela;Hombres;2002;14142
36045 Redondela;Hombres;2001;14147
36045 Redondela;Hombres;2000;14130
36045 Redondela;Hombres;1999;14036
36045 Redondela;Hombres;1998;13910
36045 Redondela;Hombres;1997;
36045 Redondela;Hombres;1996;13991
36045 Redondela;Mujeres;2020;15039
36045 Redondela;Mujeres;2019;15010
36045 Redondela;Mujeres;2018;14975
36045 Redondela;Mujeres;2017;15079
36045 Redondela;Mujeres;2016;15139
36045 Redondela;Mujeres;2015;15181
36045 Redondela;Mujeres;2014;15253
36045 Redondela;Mujeres;2013;15273
36045 Redondela;Mujeres;2012;15323
36045 Redondela;Mujeres;2011;15297
36045 Redondela;Mujeres;2010;15358
36045 Redondela;Mujeres;2009;15317
36045 Redondela;Mujeres;2008;15383
36045 Redondela;Mujeres;2007;15382
36045 Redondela;Mujeres;2006;15394
36045 Redondela;Mujeres;2005;15304
36045 Redondela;Mujeres;2004;15277
36045 Redondela;Mujeres;2003;15117
36045 Redondela;Mujeres;2002;14903
36045 Redondela;Mujeres;2001;14943
36045 Redondela;Mujeres;2000;14978
36045 Redondela;Mujeres;1999;14907
36045 Redondela;Mujeres;1998;14858
36045 Redondela;Mujeres;1997;
36045 Redondela;Mujeres;1996;14902
36046 Ribadumia;Total;2020;5105
36046 Ribadumia;Total;2019;5052
36046 Ribadumia;Total;2018;5069
36046 Ribadumia;Total;2017;5081
36046 Ribadumia;Total;2016;5105
36046 Ribadumia;Total;2015;5087
36046 Ribadumia;Total;2014;5103
36046 Ribadumia;Total;2013;5168
36046 Ribadumia;Total;2012;5166
36046 Ribadumia;Total;2011;5107
36046 Ribadumia;Total;2010;5028
36046 Ribadumia;Total;2009;4874
36046 Ribadumia;Total;2008;4781
36046 Ribadumia;Total;2007;4658
36046 Ribadumia;Total;2006;4529
36046 Ribadumia;Total;2005;4317
36046 Ribadumia;Total;2004;4238
36046 Ribadumia;Total;2003;4151
36046 Ribadumia;Total;2002;4182
36046 Ribadumia;Total;2001;4240
36046 Ribadumia;Total;2000;4221
36046 Ribadumia;Total;1999;4214
36046 Ribadumia;Total;1998;4205
36046 Ribadumia;Total;1997;
36046 Ribadumia;Total;1996;4079
36046 Ribadumia;Hombres;2020;2484
36046 Ribadumia;Hombres;2019;2459
36046 Ribadumia;Hombres;2018;2478
36046 Ribadumia;Hombres;2017;2486
36046 Ribadumia;Hombres;2016;2484
36046 Ribadumia;Hombres;2015;2457
36046 Ribadumia;Hombres;2014;2458
36046 Ribadumia;Hombres;2013;2492
36046 Ribadumia;Hombres;2012;2495
36046 Ribadumia;Hombres;2011;2466
36046 Ribadumia;Hombres;2010;2423
36046 Ribadumia;Hombres;2009;2338
36046 Ribadumia;Hombres;2008;2282
36046 Ribadumia;Hombres;2007;2219
36046 Ribadumia;Hombres;2006;2160
36046 Ribadumia;Hombres;2005;2079
36046 Ribadumia;Hombres;2004;2042
36046 Ribadumia;Hombres;2003;2018
36046 Ribadumia;Hombres;2002;2032
36046 Ribadumia;Hombres;2001;2067
36046 Ribadumia;Hombres;2000;2051
36046 Ribadumia;Hombres;1999;2059
36046 Ribadumia;Hombres;1998;2051
36046 Ribadumia;Hombres;1997;
36046 Ribadumia;Hombres;1996;1975
36046 Ribadumia;Mujeres;2020;2621
36046 Ribadumia;Mujeres;2019;2593
36046 Ribadumia;Mujeres;2018;2591
36046 Ribadumia;Mujeres;2017;2595
36046 Ribadumia;Mujeres;2016;2621
36046 Ribadumia;Mujeres;2015;2630
36046 Ribadumia;Mujeres;2014;2645
36046 Ribadumia;Mujeres;2013;2676
36046 Ribadumia;Mujeres;2012;2671
36046 Ribadumia;Mujeres;2011;2641
36046 Ribadumia;Mujeres;2010;2605
36046 Ribadumia;Mujeres;2009;2536
36046 Ribadumia;Mujeres;2008;2499
36046 Ribadumia;Mujeres;2007;2439
36046 Ribadumia;Mujeres;2006;2369
36046 Ribadumia;Mujeres;2005;2238
36046 Ribadumia;Mujeres;2004;2196
36046 Ribadumia;Mujeres;2003;2133
36046 Ribadumia;Mujeres;2002;2150
36046 Ribadumia;Mujeres;2001;2173
36046 Ribadumia;Mujeres;2000;2170
36046 Ribadumia;Mujeres;1999;2155
36046 Ribadumia;Mujeres;1998;2154
36046 Ribadumia;Mujeres;1997;
36046 Ribadumia;Mujeres;1996;2104
36047 Rodeiro;Total;2020;2393
36047 Rodeiro;Total;2019;2437
36047 Rodeiro;Total;2018;2509
36047 Rodeiro;Total;2017;2567
36047 Rodeiro;Total;2016;2644
36047 Rodeiro;Total;2015;2700
36047 Rodeiro;Total;2014;2752
36047 Rodeiro;Total;2013;2844
36047 Rodeiro;Total;2012;2931
36047 Rodeiro;Total;2011;3034
36047 Rodeiro;Total;2010;3092
36047 Rodeiro;Total;2009;3143
36047 Rodeiro;Total;2008;3194
36047 Rodeiro;Total;2007;3261
36047 Rodeiro;Total;2006;3317
36047 Rodeiro;Total;2005;3385
36047 Rodeiro;Total;2004;3553
36047 Rodeiro;Total;2003;3734
36047 Rodeiro;Total;2002;4236
36047 Rodeiro;Total;2001;4309
36047 Rodeiro;Total;2000;4355
36047 Rodeiro;Total;1999;4396
36047 Rodeiro;Total;1998;4455
36047 Rodeiro;Total;1997;
36047 Rodeiro;Total;1996;4578
36047 Rodeiro;Hombres;2020;1214
36047 Rodeiro;Hombres;2019;1236
36047 Rodeiro;Hombres;2018;1274
36047 Rodeiro;Hombres;2017;1304
36047 Rodeiro;Hombres;2016;1330
36047 Rodeiro;Hombres;2015;1371
36047 Rodeiro;Hombres;2014;1399
36047 Rodeiro;Hombres;2013;1438
36047 Rodeiro;Hombres;2012;1480
36047 Rodeiro;Hombres;2011;1534
36047 Rodeiro;Hombres;2010;1557
36047 Rodeiro;Hombres;2009;1579
36047 Rodeiro;Hombres;2008;1628
36047 Rodeiro;Hombres;2007;1658
36047 Rodeiro;Hombres;2006;1688
36047 Rodeiro;Hombres;2005;1720
36047 Rodeiro;Hombres;2004;1806
36047 Rodeiro;Hombres;2003;1902
36047 Rodeiro;Hombres;2002;2164
36047 Rodeiro;Hombres;2001;2209
36047 Rodeiro;Hombres;2000;2232
36047 Rodeiro;Hombres;1999;2257
36047 Rodeiro;Hombres;1998;2280
36047 Rodeiro;Hombres;1997;
36047 Rodeiro;Hombres;1996;2329
36047 Rodeiro;Mujeres;2020;1179
36047 Rodeiro;Mujeres;2019;1201
36047 Rodeiro;Mujeres;2018;1235
36047 Rodeiro;Mujeres;2017;1263
36047 Rodeiro;Mujeres;2016;1314
36047 Rodeiro;Mujeres;2015;1329
36047 Rodeiro;Mujeres;2014;1353
36047 Rodeiro;Mujeres;2013;1406
36047 Rodeiro;Mujeres;2012;1451
36047 Rodeiro;Mujeres;2011;1500
36047 Rodeiro;Mujeres;2010;1535
36047 Rodeiro;Mujeres;2009;1564
36047 Rodeiro;Mujeres;2008;1566
36047 Rodeiro;Mujeres;2007;1603
36047 Rodeiro;Mujeres;2006;1629
36047 Rodeiro;Mujeres;2005;1665
36047 Rodeiro;Mujeres;2004;1747
36047 Rodeiro;Mujeres;2003;1832
36047 Rodeiro;Mujeres;2002;2072
36047 Rodeiro;Mujeres;2001;2100
36047 Rodeiro;Mujeres;2000;2123
36047 Rodeiro;Mujeres;1999;2139
36047 Rodeiro;Mujeres;1998;2175
36047 Rodeiro;Mujeres;1997;
36047 Rodeiro;Mujeres;1996;2249
36048 Rosal, O;Total;2020;6289
36048 Rosal, O;Total;2019;6234
36048 Rosal, O;Total;2018;6249
36048 Rosal, O;Total;2017;6328
36048 Rosal, O;Total;2016;6349
36048 Rosal, O;Total;2015;6406
36048 Rosal, O;Total;2014;6455
36048 Rosal, O;Total;2013;6531
36048 Rosal, O;Total;2012;6574
36048 Rosal, O;Total;2011;6613
36048 Rosal, O;Total;2010;6595
36048 Rosal, O;Total;2009;6570
36048 Rosal, O;Total;2008;6462
36048 Rosal, O;Total;2007;6402
36048 Rosal, O;Total;2006;6326
36048 Rosal, O;Total;2005;6183
36048 Rosal, O;Total;2004;5992
36048 Rosal, O;Total;2003;5942
36048 Rosal, O;Total;2002;5933
36048 Rosal, O;Total;2001;5892
36048 Rosal, O;Total;2000;5846
36048 Rosal, O;Total;1999;5807
36048 Rosal, O;Total;1998;5807
36048 Rosal, O;Total;1997;
36048 Rosal, O;Total;1996;5866
36048 Rosal, O;Hombres;2020;3092
36048 Rosal, O;Hombres;2019;3062
36048 Rosal, O;Hombres;2018;3070
36048 Rosal, O;Hombres;2017;3110
36048 Rosal, O;Hombres;2016;3123
36048 Rosal, O;Hombres;2015;3154
36048 Rosal, O;Hombres;2014;3180
36048 Rosal, O;Hombres;2013;3220
36048 Rosal, O;Hombres;2012;3257
36048 Rosal, O;Hombres;2011;3277
36048 Rosal, O;Hombres;2010;3261
36048 Rosal, O;Hombres;2009;3246
36048 Rosal, O;Hombres;2008;3193
36048 Rosal, O;Hombres;2007;3147
36048 Rosal, O;Hombres;2006;3094
36048 Rosal, O;Hombres;2005;3019
36048 Rosal, O;Hombres;2004;2921
36048 Rosal, O;Hombres;2003;2891
36048 Rosal, O;Hombres;2002;2869
36048 Rosal, O;Hombres;2001;2850
36048 Rosal, O;Hombres;2000;2811
36048 Rosal, O;Hombres;1999;2792
36048 Rosal, O;Hombres;1998;2797
36048 Rosal, O;Hombres;1997;
36048 Rosal, O;Hombres;1996;2834
36048 Rosal, O;Mujeres;2020;3197
36048 Rosal, O;Mujeres;2019;3172
36048 Rosal, O;Mujeres;2018;3179
36048 Rosal, O;Mujeres;2017;3218
36048 Rosal, O;Mujeres;2016;3226
36048 Rosal, O;Mujeres;2015;3252
36048 Rosal, O;Mujeres;2014;3275
36048 Rosal, O;Mujeres;2013;3311
36048 Rosal, O;Mujeres;2012;3317
36048 Rosal, O;Mujeres;2011;3336
36048 Rosal, O;Mujeres;2010;3334
36048 Rosal, O;Mujeres;2009;3324
36048 Rosal, O;Mujeres;2008;3269
36048 Rosal, O;Mujeres;2007;3255
36048 Rosal, O;Mujeres;2006;3232
36048 Rosal, O;Mujeres;2005;3164
36048 Rosal, O;Mujeres;2004;3071
36048 Rosal, O;Mujeres;2003;3051
36048 Rosal, O;Mujeres;2002;3064
36048 Rosal, O;Mujeres;2001;3042
36048 Rosal, O;Mujeres;2000;3035
36048 Rosal, O;Mujeres;1999;3015
36048 Rosal, O;Mujeres;1998;3010
36048 Rosal, O;Mujeres;1997;
36048 Rosal, O;Mujeres;1996;3032
36049 Salceda de Caselas;Total;2020;9173
36049 Salceda de Caselas;Total;2019;9164
36049 Salceda de Caselas;Total;2018;9146
36049 Salceda de Caselas;Total;2017;9017
36049 Salceda de Caselas;Total;2016;8914
36049 Salceda de Caselas;Total;2015;8873
36049 Salceda de Caselas;Total;2014;8890
36049 Salceda de Caselas;Total;2013;8887
36049 Salceda de Caselas;Total;2012;8835
36049 Salceda de Caselas;Total;2011;8665
36049 Salceda de Caselas;Total;2010;8448
36049 Salceda de Caselas;Total;2009;8289
36049 Salceda de Caselas;Total;2008;7938
36049 Salceda de Caselas;Total;2007;7686
36049 Salceda de Caselas;Total;2006;7402
36049 Salceda de Caselas;Total;2005;7176
36049 Salceda de Caselas;Total;2004;6835
36049 Salceda de Caselas;Total;2003;6710
36049 Salceda de Caselas;Total;2002;6543
36049 Salceda de Caselas;Total;2001;6349
36049 Salceda de Caselas;Total;2000;6144
36049 Salceda de Caselas;Total;1999;6019
36049 Salceda de Caselas;Total;1998;6009
36049 Salceda de Caselas;Total;1997;
36049 Salceda de Caselas;Total;1996;6074
36049 Salceda de Caselas;Hombres;2020;4580
36049 Salceda de Caselas;Hombres;2019;4566
36049 Salceda de Caselas;Hombres;2018;4557
36049 Salceda de Caselas;Hombres;2017;4498
36049 Salceda de Caselas;Hombres;2016;4452
36049 Salceda de Caselas;Hombres;2015;4433
36049 Salceda de Caselas;Hombres;2014;4467
36049 Salceda de Caselas;Hombres;2013;4470
36049 Salceda de Caselas;Hombres;2012;4477
36049 Salceda de Caselas;Hombres;2011;4388
36049 Salceda de Caselas;Hombres;2010;4269
36049 Salceda de Caselas;Hombres;2009;4189
36049 Salceda de Caselas;Hombres;2008;4017
36049 Salceda de Caselas;Hombres;2007;3925
36049 Salceda de Caselas;Hombres;2006;3754
36049 Salceda de Caselas;Hombres;2005;3645
36049 Salceda de Caselas;Hombres;2004;3414
36049 Salceda de Caselas;Hombres;2003;3345
36049 Salceda de Caselas;Hombres;2002;3225
36049 Salceda de Caselas;Hombres;2001;3126
36049 Salceda de Caselas;Hombres;2000;3007
36049 Salceda de Caselas;Hombres;1999;2942
36049 Salceda de Caselas;Hombres;1998;2921
36049 Salceda de Caselas;Hombres;1997;
36049 Salceda de Caselas;Hombres;1996;2950
36049 Salceda de Caselas;Mujeres;2020;4593
36049 Salceda de Caselas;Mujeres;2019;4598
36049 Salceda de Caselas;Mujeres;2018;4589
36049 Salceda de Caselas;Mujeres;2017;4519
36049 Salceda de Caselas;Mujeres;2016;4462
36049 Salceda de Caselas;Mujeres;2015;4440
36049 Salceda de Caselas;Mujeres;2014;4423
36049 Salceda de Caselas;Mujeres;2013;4417
36049 Salceda de Caselas;Mujeres;2012;4358
36049 Salceda de Caselas;Mujeres;2011;4277
36049 Salceda de Caselas;Mujeres;2010;4179
36049 Salceda de Caselas;Mujeres;2009;4100
36049 Salceda de Caselas;Mujeres;2008;3921
36049 Salceda de Caselas;Mujeres;2007;3761
36049 Salceda de Caselas;Mujeres;2006;3648
36049 Salceda de Caselas;Mujeres;2005;3531
36049 Salceda de Caselas;Mujeres;2004;3421
36049 Salceda de Caselas;Mujeres;2003;3365
36049 Salceda de Caselas;Mujeres;2002;3318
36049 Salceda de Caselas;Mujeres;2001;3223
36049 Salceda de Caselas;Mujeres;2000;3137
36049 Salceda de Caselas;Mujeres;1999;3077
36049 Salceda de Caselas;Mujeres;1998;3088
36049 Salceda de Caselas;Mujeres;1997;
36049 Salceda de Caselas;Mujeres;1996;3124
36050 Salvaterra de Miño;Total;2020;9990
36050 Salvaterra de Miño;Total;2019;9819
36050 Salvaterra de Miño;Total;2018;9691
36050 Salvaterra de Miño;Total;2017;9657
36050 Salvaterra de Miño;Total;2016;9566
36050 Salvaterra de Miño;Total;2015;9619
36050 Salvaterra de Miño;Total;2014;9626
36050 Salvaterra de Miño;Total;2013;9816
36050 Salvaterra de Miño;Total;2012;9677
36050 Salvaterra de Miño;Total;2011;9546
36050 Salvaterra de Miño;Total;2010;9456
36050 Salvaterra de Miño;Total;2009;9293
36050 Salvaterra de Miño;Total;2008;9140
36050 Salvaterra de Miño;Total;2007;8761
36050 Salvaterra de Miño;Total;2006;8505
36050 Salvaterra de Miño;Total;2005;8375
36050 Salvaterra de Miño;Total;2004;8019
36050 Salvaterra de Miño;Total;2003;8117
36050 Salvaterra de Miño;Total;2002;8240
36050 Salvaterra de Miño;Total;2001;8320
36050 Salvaterra de Miño;Total;2000;8501
36050 Salvaterra de Miño;Total;1999;8453
36050 Salvaterra de Miño;Total;1998;8589
36050 Salvaterra de Miño;Total;1997;
36050 Salvaterra de Miño;Total;1996;8778
36050 Salvaterra de Miño;Hombres;2020;4999
36050 Salvaterra de Miño;Hombres;2019;4905
36050 Salvaterra de Miño;Hombres;2018;4846
36050 Salvaterra de Miño;Hombres;2017;4813
36050 Salvaterra de Miño;Hombres;2016;4764
36050 Salvaterra de Miño;Hombres;2015;4796
36050 Salvaterra de Miño;Hombres;2014;4822
36050 Salvaterra de Miño;Hombres;2013;4930
36050 Salvaterra de Miño;Hombres;2012;4871
36050 Salvaterra de Miño;Hombres;2011;4813
36050 Salvaterra de Miño;Hombres;2010;4747
36050 Salvaterra de Miño;Hombres;2009;4634
36050 Salvaterra de Miño;Hombres;2008;4596
36050 Salvaterra de Miño;Hombres;2007;4362
36050 Salvaterra de Miño;Hombres;2006;4203
36050 Salvaterra de Miño;Hombres;2005;4105
36050 Salvaterra de Miño;Hombres;2004;3913
36050 Salvaterra de Miño;Hombres;2003;3944
36050 Salvaterra de Miño;Hombres;2002;3985
36050 Salvaterra de Miño;Hombres;2001;3987
36050 Salvaterra de Miño;Hombres;2000;4067
36050 Salvaterra de Miño;Hombres;1999;4043
36050 Salvaterra de Miño;Hombres;1998;4110
36050 Salvaterra de Miño;Hombres;1997;
36050 Salvaterra de Miño;Hombres;1996;4193
36050 Salvaterra de Miño;Mujeres;2020;4991
36050 Salvaterra de Miño;Mujeres;2019;4914
36050 Salvaterra de Miño;Mujeres;2018;4845
36050 Salvaterra de Miño;Mujeres;2017;4844
36050 Salvaterra de Miño;Mujeres;2016;4802
36050 Salvaterra de Miño;Mujeres;2015;4823
36050 Salvaterra de Miño;Mujeres;2014;4804
36050 Salvaterra de Miño;Mujeres;2013;4886
36050 Salvaterra de Miño;Mujeres;2012;4806
36050 Salvaterra de Miño;Mujeres;2011;4733
36050 Salvaterra de Miño;Mujeres;2010;4709
36050 Salvaterra de Miño;Mujeres;2009;4659
36050 Salvaterra de Miño;Mujeres;2008;4544
36050 Salvaterra de Miño;Mujeres;2007;4399
36050 Salvaterra de Miño;Mujeres;2006;4302
36050 Salvaterra de Miño;Mujeres;2005;4270
36050 Salvaterra de Miño;Mujeres;2004;4106
36050 Salvaterra de Miño;Mujeres;2003;4173
36050 Salvaterra de Miño;Mujeres;2002;4255
36050 Salvaterra de Miño;Mujeres;2001;4333
36050 Salvaterra de Miño;Mujeres;2000;4434
36050 Salvaterra de Miño;Mujeres;1999;4410
36050 Salvaterra de Miño;Mujeres;1998;4479
36050 Salvaterra de Miño;Mujeres;1997;
36050 Salvaterra de Miño;Mujeres;1996;4585
36051 Sanxenxo;Total;2020;17414
36051 Sanxenxo;Total;2019;17347
36051 Sanxenxo;Total;2018;17212
36051 Sanxenxo;Total;2017;17241
36051 Sanxenxo;Total;2016;17314
36051 Sanxenxo;Total;2015;17391
36051 Sanxenxo;Total;2014;17543
36051 Sanxenxo;Total;2013;17582
36051 Sanxenxo;Total;2012;17604
36051 Sanxenxo;Total;2011;17586
36051 Sanxenxo;Total;2010;17500
36051 Sanxenxo;Total;2009;17315
36051 Sanxenxo;Total;2008;17216
36051 Sanxenxo;Total;2007;17077
36051 Sanxenxo;Total;2006;16914
36051 Sanxenxo;Total;2005;16598
36051 Sanxenxo;Total;2004;16424
36051 Sanxenxo;Total;2003;16312
36051 Sanxenxo;Total;2002;16222
36051 Sanxenxo;Total;2001;16203
36051 Sanxenxo;Total;2000;16183
36051 Sanxenxo;Total;1999;16022
36051 Sanxenxo;Total;1998;15964
36051 Sanxenxo;Total;1997;
36051 Sanxenxo;Total;1996;16034
36051 Sanxenxo;Hombres;2020;8608
36051 Sanxenxo;Hombres;2019;8565
36051 Sanxenxo;Hombres;2018;8487
36051 Sanxenxo;Hombres;2017;8523
36051 Sanxenxo;Hombres;2016;8542
36051 Sanxenxo;Hombres;2015;8613
36051 Sanxenxo;Hombres;2014;8693
36051 Sanxenxo;Hombres;2013;8699
36051 Sanxenxo;Hombres;2012;8684
36051 Sanxenxo;Hombres;2011;8677
36051 Sanxenxo;Hombres;2010;8627
36051 Sanxenxo;Hombres;2009;8511
36051 Sanxenxo;Hombres;2008;8459
36051 Sanxenxo;Hombres;2007;8391
36051 Sanxenxo;Hombres;2006;8301
36051 Sanxenxo;Hombres;2005;8148
36051 Sanxenxo;Hombres;2004;8055
36051 Sanxenxo;Hombres;2003;8013
36051 Sanxenxo;Hombres;2002;7955
36051 Sanxenxo;Hombres;2001;7964
36051 Sanxenxo;Hombres;2000;7940
36051 Sanxenxo;Hombres;1999;7875
36051 Sanxenxo;Hombres;1998;7827
36051 Sanxenxo;Hombres;1997;
36051 Sanxenxo;Hombres;1996;7884
36051 Sanxenxo;Mujeres;2020;8806
36051 Sanxenxo;Mujeres;2019;8782
36051 Sanxenxo;Mujeres;2018;8725
36051 Sanxenxo;Mujeres;2017;8718
36051 Sanxenxo;Mujeres;2016;8772
36051 Sanxenxo;Mujeres;2015;8778
36051 Sanxenxo;Mujeres;2014;8850
36051 Sanxenxo;Mujeres;2013;8883
36051 Sanxenxo;Mujeres;2012;8920
36051 Sanxenxo;Mujeres;2011;8909
36051 Sanxenxo;Mujeres;2010;8873
36051 Sanxenxo;Mujeres;2009;8804
36051 Sanxenxo;Mujeres;2008;8757
36051 Sanxenxo;Mujeres;2007;8686
36051 Sanxenxo;Mujeres;2006;8613
36051 Sanxenxo;Mujeres;2005;8450
36051 Sanxenxo;Mujeres;2004;8369
36051 Sanxenxo;Mujeres;2003;8299
36051 Sanxenxo;Mujeres;2002;8267
36051 Sanxenxo;Mujeres;2001;8239
36051 Sanxenxo;Mujeres;2000;8243
36051 Sanxenxo;Mujeres;1999;8147
36051 Sanxenxo;Mujeres;1998;8137
36051 Sanxenxo;Mujeres;1997;
36051 Sanxenxo;Mujeres;1996;8150
36052 Silleda;Total;2020;8861
36052 Silleda;Total;2019;8687
36052 Silleda;Total;2018;8698
36052 Silleda;Total;2017;8669
36052 Silleda;Total;2016;8734
36052 Silleda;Total;2015;8772
36052 Silleda;Total;2014;8966
36052 Silleda;Total;2013;9037
36052 Silleda;Total;2012;9074
36052 Silleda;Total;2011;9199
36052 Silleda;Total;2010;9248
36052 Silleda;Total;2009;9248
36052 Silleda;Total;2008;9166
36052 Silleda;Total;2007;9053
36052 Silleda;Total;2006;9058
36052 Silleda;Total;2005;9097
36052 Silleda;Total;2004;9055
36052 Silleda;Total;2003;9092
36052 Silleda;Total;2002;9099
36052 Silleda;Total;2001;9175
36052 Silleda;Total;2000;9214
36052 Silleda;Total;1999;9297
36052 Silleda;Total;1998;9339
36052 Silleda;Total;1997;
36052 Silleda;Total;1996;9527
36052 Silleda;Hombres;2020;4296
36052 Silleda;Hombres;2019;4212
36052 Silleda;Hombres;2018;4237
36052 Silleda;Hombres;2017;4215
36052 Silleda;Hombres;2016;4247
36052 Silleda;Hombres;2015;4254
36052 Silleda;Hombres;2014;4379
36052 Silleda;Hombres;2013;4422
36052 Silleda;Hombres;2012;4456
36052 Silleda;Hombres;2011;4512
36052 Silleda;Hombres;2010;4538
36052 Silleda;Hombres;2009;4521
36052 Silleda;Hombres;2008;4476
36052 Silleda;Hombres;2007;4387
36052 Silleda;Hombres;2006;4370
36052 Silleda;Hombres;2005;4393
36052 Silleda;Hombres;2004;4337
36052 Silleda;Hombres;2003;4358
36052 Silleda;Hombres;2002;4374
36052 Silleda;Hombres;2001;4405
36052 Silleda;Hombres;2000;4416
36052 Silleda;Hombres;1999;4454
36052 Silleda;Hombres;1998;4490
36052 Silleda;Hombres;1997;
36052 Silleda;Hombres;1996;4590
36052 Silleda;Mujeres;2020;4565
36052 Silleda;Mujeres;2019;4475
36052 Silleda;Mujeres;2018;4461
36052 Silleda;Mujeres;2017;4454
36052 Silleda;Mujeres;2016;4487
36052 Silleda;Mujeres;2015;4518
36052 Silleda;Mujeres;2014;4587
36052 Silleda;Mujeres;2013;4615
36052 Silleda;Mujeres;2012;4618
36052 Silleda;Mujeres;2011;4687
36052 Silleda;Mujeres;2010;4710
36052 Silleda;Mujeres;2009;4727
36052 Silleda;Mujeres;2008;4690
36052 Silleda;Mujeres;2007;4666
36052 Silleda;Mujeres;2006;4688
36052 Silleda;Mujeres;2005;4704
36052 Silleda;Mujeres;2004;4718
36052 Silleda;Mujeres;2003;4734
36052 Silleda;Mujeres;2002;4725
36052 Silleda;Mujeres;2001;4770
36052 Silleda;Mujeres;2000;4798
36052 Silleda;Mujeres;1999;4843
36052 Silleda;Mujeres;1998;4849
36052 Silleda;Mujeres;1997;
36052 Silleda;Mujeres;1996;4937
36053 Soutomaior;Total;2020;7426
36053 Soutomaior;Total;2019;7395
36053 Soutomaior;Total;2018;7305
36053 Soutomaior;Total;2017;7242
36053 Soutomaior;Total;2016;7251
36053 Soutomaior;Total;2015;7317
36053 Soutomaior;Total;2014;7356
36053 Soutomaior;Total;2013;7302
36053 Soutomaior;Total;2012;7265
36053 Soutomaior;Total;2011;7223
36053 Soutomaior;Total;2010;7144
36053 Soutomaior;Total;2009;6867
36053 Soutomaior;Total;2008;6537
36053 Soutomaior;Total;2007;6305
36053 Soutomaior;Total;2006;6110
36053 Soutomaior;Total;2005;5956
36053 Soutomaior;Total;2004;5781
36053 Soutomaior;Total;2003;5603
36053 Soutomaior;Total;2002;5513
36053 Soutomaior;Total;2001;5398
36053 Soutomaior;Total;2000;5369
36053 Soutomaior;Total;1999;5330
36053 Soutomaior;Total;1998;5239
36053 Soutomaior;Total;1997;
36053 Soutomaior;Total;1996;5236
36053 Soutomaior;Hombres;2020;3702
36053 Soutomaior;Hombres;2019;3677
36053 Soutomaior;Hombres;2018;3622
36053 Soutomaior;Hombres;2017;3580
36053 Soutomaior;Hombres;2016;3608
36053 Soutomaior;Hombres;2015;3640
36053 Soutomaior;Hombres;2014;3679
36053 Soutomaior;Hombres;2013;3640
36053 Soutomaior;Hombres;2012;3599
36053 Soutomaior;Hombres;2011;3561
36053 Soutomaior;Hombres;2010;3515
36053 Soutomaior;Hombres;2009;3376
36053 Soutomaior;Hombres;2008;3200
36053 Soutomaior;Hombres;2007;3082
36053 Soutomaior;Hombres;2006;2988
36053 Soutomaior;Hombres;2005;2931
36053 Soutomaior;Hombres;2004;2834
36053 Soutomaior;Hombres;2003;2722
36053 Soutomaior;Hombres;2002;2685
36053 Soutomaior;Hombres;2001;2615
36053 Soutomaior;Hombres;2000;2588
36053 Soutomaior;Hombres;1999;2575
36053 Soutomaior;Hombres;1998;2509
36053 Soutomaior;Hombres;1997;
36053 Soutomaior;Hombres;1996;2494
36053 Soutomaior;Mujeres;2020;3724
36053 Soutomaior;Mujeres;2019;3718
36053 Soutomaior;Mujeres;2018;3683
36053 Soutomaior;Mujeres;2017;3662
36053 Soutomaior;Mujeres;2016;3643
36053 Soutomaior;Mujeres;2015;3677
36053 Soutomaior;Mujeres;2014;3677
36053 Soutomaior;Mujeres;2013;3662
36053 Soutomaior;Mujeres;2012;3666
